query,query_coords,top5RBP,top5RBP_adjpval,top5RBP_pval,top5hitpct,top5rpm,top5fc,hit_totalcount,transcript_totalcount,medlen,AARS,AATF,ABCF1,ADAT1,AGGF1,AKAP1,AKAP8L,APEX1,APOBEC3C,AQR,BUD13,CPEB4,CPSF6,CSTF2T,DDX1,DDX21,DDX24,DDX3X,DDX42,DDX43,DDX47,DDX51,DDX52,DDX55,DDX6,DGCR8,DHX30,DROSHA,EEF2,EFTUD2,EIF3G,EIF4E,EIF4G2,ELAC2,ELAVL1,EWSR1,EXOSC10,EXOSC5,FAM120A,FASTKD2,FMR1,FTO,FUS,FXR1,FXR2,GARS,GEMIN5,GNL3,GPKOW,GRWD1,GTF2F1,HLTF,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1,HNRNPU,IGF2BP1,IGF2BP2,ILF3,KHDRBS1,KHSRP,LARP4,LARP7,LIN28B,LSM11,MATR3,MBNL1,METAP2,METTL1,MORC2,MTPAP,NCBP2,NIPBL,NOLC1,NONO,NPM1,NSUN2,PABPC4,PCBP1,PHF6,PPIL4,PRPF8,PTBP1,PUM1,PUM2,PUS1,QKI,RBFOX2,RBM15,RBM22,RNF187,RPS10,RPS11,RPS3,RPS6,RYBP,SAFB2,SAFB,SBDS,SDAD1,SERBP1,SF3B1,SF3B4,SLBP,SLTM,SMNDC1,SND1,SRSF1,SRSF7,SRSF9,SSB,SUPV3L1,TAF15,TARDBP,TBRG4,TIA1,TRA2A,TROVE2,U2AF1,U2AF2,UCHL5,UPF1,UTP18,UTP3,WDR3,WDR43,WRN,XRCC6,XRN2,YBX3,YWHAG,ZC3H11A,ZC3H8,ZNF622,ZNF800,ZRANB2
XISTint1,XIST_int1_0_316,RBM15;UCHL5;RBM22;YWHAG;HNRNPC,1;1;1;1;6.8157218362415e-61,1;0.997761365;0.999995246;1;1.3631443672483e-61,0.2,675.8217;302.3825;145.4243;71.7449;50.8328,152.1633;68.6349;33.5275;17.0474;12.37,12519,2642,145,1,1,1,1.79624192155654e-11,0.999999999,1,1,1,1,1,0.999997967,0.727825695,1,1,1,1,0.317323547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.999999995,7.41199642437442e-29,1,1,0.999999997,1,1,1,1,1,1,1,0.003119383,0.999883337,1,0.566992619,1,1.3631443672483e-61,1,0.99866719,1,1,1,0.990382044,1,1,1,4.14935886602192e-152,0.999999997,1,0.999950578,1,1.08217088014838e-240,1,1,1,0.982338447,1,1,1,1,1,0.99999822,0.587385444,1,1,1,1,1,1.82739675674787e-119,0.999999735,0.645537018,0.999999987,1.41790357234333e-15,1,1,0.999995246,1,1,1,1,1,1,1,1,1,1,1,0.999999992,1,0.999999999,1,1,0.999959552,1,1,1,0.999864906,0.999999263,1,1,1,8.83589744007105e-06,1,0.999998147,8.37712837981917e-15,2.61817020706477e-69,0.997761365,1,1,1,1,1,1,0.999912616,1,1,1,1,1,0.924294699,0.999986187,1
XISTrA,XIST_rA_316_743,RBM15;NIPBL;UCHL5;SDAD1;SRSF1,0.911005944;0.79424983;0.911005944;0.79424983;0.53108407,0.759726227;0.473941767;0.911005944;0.476549898;0.106216814,0,2302.9227;319.9974;282.7897;260.8828;200.6509,224.931;32.1158;28.4978;26.3677;20.5108,632,503,122,0.870447404,0.310232723,0.350657807,6.99383317890541e-09,0.791642686,0.508106751,0.97926333,0.019827909,0.717716627,0.900407521,0.417608526,0.910195115,0.95115769,0.41740788,0.690320624,0.59119037,0.778616224,0.175795196,0.052307696,0.379204758,0.273264405,0.056242352,0.024018491,0.882726037,0.170445434,0.220816975,0.191247729,0.33624213,0.036933449,0.860293972,0.885529148,0.080835435,0.690552739,0.508412135,8.90458703307386e-45,0.804159285,0.624673342,0.014068971,0.914615523,0.880445521,0.332613027,0.593313428,0.999611722,0.398269057,0.043708459,0.21849527,0.048815614,0.873636974,0.747058421,0.698409557,0.21608025,0.913710584,0.999999998,0.001275858,7.27649300329431e-07,0.975221684,0.011144707,0.438842889,0.999999848,0.993298001,0.404141046,0.190284899,0.999999999,0.009037836,0.915422262,0.137108988,0.66716486,0.887866762,3.53927641032803e-28,0.002669531,0.369166457,0.99990655,0.00306079,0.666272289,0.00392856,0.473941767,0.9578445,0.400617271,0.626317671,0.379882913,0.853114873,0.002292665,0.168253972,0.989499546,0.331008956,6.90965632201036e-35,0.772411963,0.78827413,0.297807298,0.037215716,0.558441605,0.759726227,0.396926184,0.996404859,0.030999678,0.445723614,0.580850705,0.059475396,0.958786141,0.999999999,0.99991061,0.23914504,0.476549898,0.459406342,0.732542577,0.81733752,0.759357772,0.487198633,0.733034378,0.2836291,0.106216814,0.835776605,0.493184865,0.337493357,0.270408952,0.999992542,0.457257913,0.620005665,1.08846802061925e-10,0.716326763,0.217651496,2.95267064473457e-12,5.6824088629019e-16,0.911005944,0.601710457,0.690010649,0.574082962,0.97326123,0.815523882,0.294571506,0.832181261,0.588744976,0.885709772,0.645496647,0.997104166,0.939177888,0.806827664,0.819301474,0.097723306
XISTrF,XIST_rF_743_1807,HNRNPM;RBM15;EXOSC5;UCHL5;FXR2,8.32545567177345e-24;0.495552362;1.03312492764877e-19;0.045726765;1.16529506874805e-06,1.66509113435469e-24;0.495552362;4.13249971059509e-20;0.036581412;6.99177041248828e-07,0.8,2292.1648;1570.2157;1478.4924;1338.911;547.3371,82.0025;56.4896;53.2482;48.3156;20.3423,362,341,318.5,6.0439882453872e-07,5.88188188815209e-06,0.20915391,5.06238112084586e-18,0.331084093,0.207554075,1.01493169379762e-09,0.000357064,0.032589487,6.29537528858601e-06,0.031257737,0.475434597,3.84264174059363e-05,2.82853652981079e-13,1.23518669825361e-09,0.00021996,0.117435095,0.12519541,1.94396821476106e-09,0.124836223,1.61039150510553e-08,2.31761925299894e-09,2.04161133262958e-08,0.379836076,3.18114130668883e-07,0.004027299,8.90892130809673e-11,1.43710392977469e-13,0.002190709,9.81207016117033e-10,3.69648954107951e-06,0.000396816,5.39156692829323e-08,7.2390210748773e-15,0.982173076,7.0161892000322e-10,0.001385386,4.13249971059509e-20,4.08044316764171e-05,3.43662021265372e-10,0.034371363,1.56911434728039e-09,8.20659819402955e-14,0.024107236,6.99177041248828e-07,0.05726477,1.30447572423621e-07,0.101077587,3.30748051721653e-07,0.449088812,1.53953291440345e-16,0.006908311,2.65271174802313e-18,0.9734012,0.998365976,0.999870002,1.66509113435469e-24,6.31975684483477e-09,4.06663954608238e-24,0.341532905,0.011738984,0.738296745,0.993050663,0.136432294,9.69957146487646e-06,0.000114152,0.886085131,0.004490479,0.728030649,0.136067958,0.622142049,8.14664853783982e-05,1.99314542420353e-17,0.015416456,0.000167645,0.021188449,0.004239993,1.59952183229068e-06,0.128462156,0.008858583,0.956356996,0.206168776,0.000116941,0.009494159,0.007574554,0.832737007,0.021803198,0.554855139,0.581148171,0.995342583,1.92806608306628e-18,0.495552362,0.40464792,0.614616452,0.000123303,0.080067812,0.004264223,0.02423519,0.409658054,7.57175432091078e-14,0.00042407,0.110328956,0.141672832,0.394634013,1.85530427867231e-08,0.001219807,0.00566282,1.38393378794688e-05,0.030454796,0.3522373,0.025510282,0.172047535,0.006001181,0.011247136,5.42943703656826e-05,2.68531755598148e-17,9.48106919997149e-11,6.80599198358925e-07,2.54106265487614e-05,0.000685349,0.000417311,0.001504042,0.227419337,0.036581412,0.332268318,0.002806874,0.048802406,0.00027631,0.043496144,1.22891590649782e-05,8.52888727142669e-06,1.67686109755173e-08,0.987344713,0.11379091,1.29787392153904e-07,0.002071246,0.675982406,0.212823482,0.000393498
XISTint2,XIST_int2_1807_1951,EXOSC5;HNRNPM;TIA1;HNRNPK;UCHL5,0.968760854;0.000434961666666667;2.25764197683041e-19;1.50917751719523e-84;0.968760854,0.928648446;0.000260977;9.03056790732164e-20;3.01835503439046e-85;0.968760854,0.6,199.972;106.2703;77.4418;65.1659;58.32,48.5402;26.2641;19.4106;16.4922;14.8646,3055,1896,47,0.45865359,0.217826409,0.01664761,0.031126387,0.977567392,0.000454849,0.00455904,1.35359738738852e-05,0.035292133,0.000257241,0.249060496,0.990686349,0.945890281,9.44958772996902e-05,9.95586528583194e-06,0.172321309,0.403574348,0.468959062,0.001970381,0.61898324,0.002524477,0.002058728,1.6426321499722e-06,3.90496988015831e-08,0.015260373,0.000266744,0.001069594,0.030973776,0.006328064,0.297479541,0.804088496,0.00041161,0.00101152,0.020784603,0.366912404,2.23061908203902e-06,0.542302728,0.928648446,0.000414517,0.999965909,0.000656517,0.640231226,0.054470024,0.010860016,0.000109666,0.002670584,0.028839233,0.240715096,0.979083698,0.963147361,0.004012598,0.999999987,1,0.212458841,3.01835503439046e-85,0.999756254,0.000260977,0.919038237,0.986011196,0.84277837,0.020479694,1.51684287723108e-10,1,0.999899094,0.998284526,0.002166837,0.869308974,4.3914420898331e-06,7.88074235480572e-37,3.38961579356128e-07,7.71701985792787e-06,0.999999955,0.414400762,0.51081713,0.000113344,0.958241901,0.004857636,1.38909859298654e-13,0.578790889,0.660645307,0.000500799,1.85511156532193e-19,2.82157647905607e-08,0.944309968,0.000254161,9.90164780750667e-23,0.124436501,0.319583998,0.000952557,0.853952736,0.118996287,0.949350809,0.007882565,0.999436213,0.025697247,0.005904657,0.22282833,3.02796748084926e-05,0.542467443,1,0.761978077,0.233007642,0.167034843,0.342914464,0.260690352,0.131156559,0.016230336,0.003893278,0.007005131,0.072102865,0.024916356,0.972071529,0.037714361,0.434740684,0.61251289,0.999999588,0.000142362,0.824720095,9.03056790732164e-20,0.788069013,0.004652915,3.04545048657418e-06,0.000103962,0.968760854,1.26443388887427e-05,0.108011343,0.106696986,0.092687401,0.071501615,0.399197743,0.498961116,4.77214607811822e-08,0.18342643,0.045880578,0.640516545,0.803921343,0.849613485,0.655551603,0.035099279
XISTrB1,XIST_rB1_1951_2041,HNRNPK;ILF3;CSTF2T;PCBP1;DROSHA,8.772854141806e-257;0.001053312;2.24434520360615e-14;5.31380083880462e-68;0.00047473,1.7545708283612e-257;0.001053312;1.34660712216369e-14;2.12552033552185e-68;0.000379784,1,41.2885;17.5834;10.6802;8.2477;6.8758,145.9918;62.747;38.5053;29.9633;25.1457,7042,3051,34,0.997121071,0.00082482,3.86902285679852e-15,0.972679495,0.533013016,5.57842094665023e-15,0.002010667,3.57221787685731e-14,0.001726192,0.006566751,0.999736011,0.981134329,0.994936727,1.34660712216369e-14,1.29838286767843e-25,0.000291465,0.973269681,0.022008309,5.34406166376756e-29,0.743784128,2.14892536630258e-09,2.06154823319306e-12,2.97755505014631e-08,3.13683608713547e-15,0.040581437,2.99350486344931e-09,1.00166026899226e-11,0.000379784,2.11710055804833e-08,0.931786467,0.141683731,1.07292142547634e-12,9.10406267213246e-12,0.000260689,1,2.26679612345369e-09,0.975141534,1,0.006300225,0.999451718,0.000744786,0.974248771,0.739447732,3.19585789415525e-06,4.20676946118608e-10,0.008889603,8.84271931879293e-11,0.509695857,1,1,3.50846256503641e-05,1,1,1,1.7545708283612e-257,0.015826594,1,0.760380239,1,0.985859122,2.71259001987046e-26,0.001053312,1,1,0.999998938,4.89045076688881e-16,1,5.90469933567508e-09,0.999954089,2.41942726961544e-11,5.85808044599542e-10,1,0.001115045,0.612451007,5.58194687888983e-07,0.013085768,0.634172433,3.89174484828047e-05,0.590566441,0.946131445,4.16532347524022e-05,2.12552033552185e-68,5.79264772652891e-12,0.999999749,0.087115734,0.645907583,0.012382443,0.93730515,0.000623569,0.06065686,1,0.847971173,0.168964084,0.99971436,0.047658698,6.95300455452944e-12,3.83246784106223e-05,7.99331501522514e-18,0.044639626,1,1,0.00696566,9.86753854162537e-17,1.59187865142942e-09,0.044373928,0.444270178,0.402788707,2.06882548693092e-22,0.149642275,0.999713507,0.00179156,0.990971588,1.08930308124014e-26,0.000388799,0.105434843,1,0.000168782,0.991739725,0.005483169,0.873545302,0.145611254,0.000887702,0.072210756,1,0.306589672,0.000107903,0.039253658,0.040664107,0.321981197,0.174039477,0.99999822,1.58717496646677e-34,0.300543683,0.012006743,0.865385015,0.823080694,0.999999553,0.430040889,5.31605938789789e-06
XISTint3,XIST_int3_2041_2781,HNRNPM;HNRNPK;KHSRP;EXOSC5;ILF3,1.52575493548922e-72;1;0;0;1,9.1545296129353e-73;1;0;0;1,0.6,306.4245;179.9498;118.3448;85.7545;85.3208,30.5043;18.3266;12.3949;9.2569;9.2152,29983,3179,678,1,1,1,3.36197101173568e-27,1,1,1,1,1,1,1,1.78905823742717e-28,1,1,1,1,0.944377379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1.48421967020483e-48,1,1,0.997020989,1,6.32683369214502e-131,1,1.51713632010228e-32,9.1545296129353e-73,1,1,3.44167811429247e-12,1,1,0.99999927,0,1,1,0.000509685,1,0,1,1,1,1,1,1,1,1,1,0.999999934,0.999818594,1,1,1,1,1,0.999988031,1,4.45473929458538e-42,1,2.61986063678676e-185,1,1,4.90839697314358e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.428879923,1,1,1,1,1,1,1,1,0.999773787,1,1,3.01778376099216e-09,2.26028639827597e-196,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999834889,1,1
XISTrB2,XIST_rB2_2781_2919,HNRNPK;DROSHA;DDX42;PUM1;DDX47,3.70151472582978e-239;7.02072384883336e-21;3.34755474656002e-35;0.003010294;2.32093025179135e-23,7.40302945165956e-240;5.61657907906669e-21;1.33902189862401e-35;0.003010294;1.39255815107481e-23,1,350.6136;58.5477;16.1884;14.9146;9.4526,100.8688;17.6767;5.6111;5.2483;3.6925,4922,2502,35,0.357974608,7.9800524712828e-09,5.01232205439476e-25,0.038130029,0.999999995,7.16999595264028e-35,0.000239459,9.15576387557948e-31,0.007626201,2.39788455251071e-16,0.998943378,0.782812761,0.999999407,2.20600467010037e-25,4.9695922404291e-55,1.52266480070961e-05,0.999964115,4.55068158988539e-05,1.33902189862401e-35,0.955281368,1.39255815107481e-23,2.98039840886555e-29,1.98544854192259e-15,6.05107005600374e-18,0.001635989,3.55438113859088e-15,4.23260205650407e-30,5.61657907906669e-21,1.07549545740186e-27,0.008718474,0.097452233,3.17042121289794e-41,6.30104862429331e-19,7.19411632526126e-22,1,9.79698745984788e-32,0.999958417,1,0.000723691,0.987215145,2.88008372281981e-10,0.574868438,2.39048509209814e-08,2.33981062761294e-08,6.8943884439783e-25,4.47885256925475e-09,9.71631737221487e-27,0.923211061,1,1,5.660726768416e-13,1,1,1,7.40302945165956e-240,1,0.979859704,0.99639141,0.999999468,0.999999989,2.60073797426421e-13,0.005291791,1,1,0.999348285,1.66163943149867e-25,1,2.06810428553941e-07,0.865769475,2.99732210180817e-26,1.05554451003438e-14,1,1.44776439225095e-15,0.439586279,5.25140871033387e-08,7.13079301192633e-07,0.069149772,3.81307446779799e-23,0.99904539,0.112981547,4.98781332505795e-07,2.18863942675741e-81,1.85929379328191e-24,1,4.14108182527841e-10,0.382054599,0.003010294,0.999991631,4.34812811703826e-06,0.984063943,0.99999739,0.137787165,0.361544342,0.987557529,2.30292932900026e-11,6.94460720458411e-14,0.016111971,3.77013018169898e-25,2.22042199627923e-07,1,1,0.000436285,7.64684637320191e-36,3.16171468897816e-17,0.000739457,0.000119858,0.334035237,3.10018430906942e-39,5.94110754882479e-05,0.999999988,9.46284842891818e-08,0.999996279,1.15787434837901e-44,3.57161867153646e-07,0.144983267,1,5.21097847961467e-11,0.685476825,1.49617157079773e-17,0.999868299,0.978508059,0.007666144,0.997682567,1,1.19934999240636e-05,0.00019478,4.7459418937416e-07,0.018007265,0.637854287,1.76009412579095e-05,0.999890685,1.73392768502253e-71,0.892281323,0.004904859,0.146684608,0.486930236,1,0.017852977,6.50828278936535e-11
XISTint4,XIST_int4_2919_4516,HNRNPK;HNRNPU;DDX42;DROSHA;ILF3,1;1;1;1;1,1;1;1;1;1,0,687.9125;224.6321;39.2311;38.9086;36.5675,29.2588;10.2277;2.6116;2.5983;2.5022,40658,3485,583,1,1,1,1,1,1,1,1,1,1,1,0.996055206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5.75714676373693e-219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.999838407,1,1,0.998834335,1,1,8.81093837026633e-14,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.999999988,1,1,1,1,1,1.60887416926498e-158,1,0.011451822,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.7469059663221e-64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XISTint5,XIST_int5_4516_6113,HNRNPU;HNRNPK;LIN28B;HNRNPL;HNRNPA1,1;1;1;0;1,1;1;1;0;1,0.2,173.9745;123.8782;108.0825;55.7087;54.2986,8.5213;6.3555;5.6726;3.4084;3.3474,41234,3460,934,1,1,1,1,1,1,1,1,1,1,1,0.674481319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3.70147052500958e-64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.15594954010658e-10,1,0,1,1,1,0.999511056,1,1,2.09480201316087e-189,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.33440914527574e-33,1,2.75850057855711e-05,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.98838386521801e-87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XISTrD,XIST_rD_6113_8140,HNRNPK;HNRNPU;DDX42;HNRNPL;HNRNPA1,4.0234054933572e-09;0.999999224;0.999999224;0.03541802;0.999999224,8.0468109867144e-10;0.990175195;0.669716059;0.014167208;0.999999224,0.4,1372.0742;274.1589;132.548;117.404;69.279,47.4764;10.2866;5.4898;4.9768;3.3467,194,172,264.5,0.991165021,0.857059278,0.989505126,0.637062566,0.406576584,0.102028223,0.234705556,0.093469132,0.148604448,0.658736165,0.871636278,0.044492045,0.225108141,0.986251005,0.349024118,0.980885591,0.940599788,0.217360241,0.669716059,0.893653431,0.342671778,0.723067623,0.073035689,0.148228478,0.631121914,0.819551021,0.474941022,0.921238525,0.618897302,0.888594881,0.615954941,0.652993276,0.101039041,0.945322837,0.066086567,0.806192129,0.989477254,0.937868147,0.521611398,0.920875498,0.898871739,0.76338545,0.999197462,0.662332721,0.823406659,0.750224961,0.610529167,0.952545318,0.948371694,0.949295363,0.3928885,0.994339161,0.999999224,0.756293601,8.0468109867144e-10,0.014167208,0.797987481,0.966356544,0.990175195,0.601999818,0.442067404,0.21260635,0.999990497,0.999419895,0.608551935,0.556456229,0.98264226,0.896280155,0.001065056,0.648046523,0.475078762,0.999999472,0.925922508,0.925858539,0.875922932,0.933659089,0.519022279,0.530234553,0.996510228,0.185546685,0.159569454,0.012741088,0.932336348,0.999428255,0.446481501,0.000839241,0.90145177,0.955857159,0.222240738,0.805173062,0.418391631,0.890116979,0.036966806,0.996862546,0.980195111,0.895356723,0.482107201,0.412816927,0.967282597,0.999263949,0.995144504,0.969315585,0.845968385,1,0.925730359,0.67253718,0.662506643,0.997318963,0.456842028,0.777987956,0.718256068,0.855856376,0.52242661,0.788660963,0.735693937,0.999959115,0.5,0.283631659,0.307412494,0.353148029,0.024515378,0.638274652,0.483115083,0.903853775,0.952224399,0.067854361,0.671098163,0.866798788,0.939471396,0.838745659,0.987253046,0.793931923,0.953563066,0.956079699,0.99846034,0.988456994,0.900078304,0.780615074,0.552621788
