query,query_coords,top5RBP,top5RBP_adjpval,top5RBP_pval,top5hitpct,top5rpm,top5fc,hit_totalcount,transcript_totalcount,medlen,AARS,AATF,ABCF1,ADAT1,AGGF1,AKAP1,AKAP8L,APEX1,APOBEC3C,AQR,BUD13,CPEB4,CPSF6,CSTF2T,DDX1,DDX21,DDX24,DDX3X,DDX42,DDX43,DDX47,DDX51,DDX52,DDX55,DDX6,DGCR8,DHX30,DROSHA,EEF2,EFTUD2,EIF3G,EIF4E,EIF4G2,ELAC2,ELAVL1,EWSR1,EXOSC10,EXOSC5,FAM120A,FASTKD2,FMR1,FTO,FUS,FXR1,FXR2,GARS,GEMIN5,GNL3,GPKOW,GRWD1,GTF2F1,HLTF,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1,HNRNPU,IGF2BP1,IGF2BP2,ILF3,KHDRBS1,KHSRP,LARP4,LARP7,LIN28B,LSM11,MATR3,MBNL1,METAP2,METTL1,MORC2,MTPAP,NCBP2,NIPBL,NOLC1,NONO,NPM1,NSUN2,PABPC4,PCBP1,PHF6,PPIL4,PRPF8,PTBP1,PUM1,PUM2,PUS1,QKI,RBFOX2,RBM15,RBM22,RNF187,RPS10,RPS11,RPS3,RPS6,RYBP,SAFB2,SAFB,SBDS,SDAD1,SERBP1,SF3B1,SF3B4,SLBP,SLTM,SMNDC1,SND1,SRSF1,SRSF7,SRSF9,SSB,SUPV3L1,TAF15,TARDBP,TBRG4,TIA1,TRA2A,TROVE2,U2AF1,U2AF2,UCHL5,UPF1,UTP18,UTP3,WDR3,WDR43,WRN,XRCC6,XRN2,YBX3,YWHAG,ZC3H11A,ZC3H8,ZNF622,ZNF800,ZRANB2
XISTint12,XIST_int12_15248_16579,HNRNPU;HNRNPA1;KHDRBS1;SAFB;METTL1,1;1;0;7.5594769588041e-103;1,1;1;0;3.02379078352164e-103;0.741825046,0.4,74.4044;47.7374;43.3588;34.8416;21.5639,5.4982;3.886;3.6213;3.1064;2.3037,166733,5235,525,1,1,1,1,1,1,1,1,1,1,1,5.99792058221638e-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.75037322362267e-54,1,1,1,1,1,1,1,1,1,1,4.02234839360875e-19,1,1,2.54839820084003e-128,1,1,1,0,1,1,1,0.293958986,1,1,0,0,1,1,1,1,0.99999904,1,1,0.741825046,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.52410784140908e-13,1,0,1,1,1,1.14643654923917e-08,1,1,1,1,1,2.34601131453732e-105,3.02379078352164e-103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999988014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XISTint13,XIST_int13_16579_17910,KHDRBS1;SAFB;ZC3H11A;ILF3;RNF187,0;2.23846140660865e-87;1;1;1,0;8.95384562643462e-88;1;1;0.796893548,0.4,55.8031;51.1588;43.0246;42.0286;41.4265,3.9781;3.7303;3.2962;3.243;3.2109,156694,5193,576,1,1,1,1,1,1,1,1,1,1,1,1.17415426075597e-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8.15491165154528e-48,1,1,1,1,1,1,1,1,1,1,9.79237999717389e-34,1,1,1.83084843517143e-115,1,3.49462130550486e-92,1,0,1,1,1,0.801395651,1,1,0,0,1,1,1,1,1.96512229448565e-119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.51625323481867e-37,1,0,1,1,1,0.796893548,1,1,1,1,1,7.1247410734304e-07,8.95384562643462e-88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.80515821045409e-38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XISTint14,XIST_int14_17910_19245,ZC3H11A;NOLC1;MBNL1;RNF187;METTL1,1;1;1;1;1,1;1;1;0.241697984;0.997164387,0,239.8579;215.2903;170.8535;150.7577;128.904,15.9344;14.4048;11.638;10.3867;9.026,141420,5207,657,1,1,1,1,1,1,1,1,1,1,1,1.68293208763492e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.84993550914312e-126,1,1,1,1,1,1,1,1,1,1,1.03851696673645e-53,1,1,1.0817648600132e-185,1,6.40079471205522e-68,1,0,1,1,1,0.526167212,1,1,0,0,1,1,1,1,4.81725524492092e-116,1,1,0.997164387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.85480547864539e-32,1,0,1,1,1,0.241697984,1,1,1,1,1,6.0997444418246e-108,1.54760297950931e-180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.73853559887502e-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk1,NEAT1chk1_0_1000,U2AF2;CSTF2T;U2AF1;HNRNPU;HNRNPA1,2.61295037950384e-37;0;0;0;3.16536721526772e-154,2.61295037950384e-37;0;0;0;2.53229377221418e-154,1,4459.6314;3855.2714;3822.4944;3516.2574;3195.4836,28.4276;24.7107;24.5091;22.6257;20.6528,29121,5780,339,0,0,0,0,4.8599402393275e-117,0,0,0,8.06204424313163e-288,0,0,7.6985369082513e-23,1.38506112633234e-260,0,0,0,1.92198403423072e-213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.52056493340225e-32,0,0,0,0,0,0,0,0,0,2.17356530013118e-79,1.87078053249507e-40,4.28024429267878e-176,0,1,2.53229377221418e-154,1,0,1,0,0,0,0.999993887,0,4.27560136900144e-06,1,1,1.4150196054662e-215,0,7.13302999773407e-27,0,1,0,0,1.41126394610244e-126,0,0,0,0,0,0,2.71931981345949e-42,7.51872659900204e-22,2.78459450173491e-225,0,0,2.11043467639679e-43,0,1.4773922914456e-253,0,0.211479598,7.39979119961513e-223,1,0,0,1.10484885300046e-100,8.23180768401962e-83,0,0,0,0,0,5.61765948322138e-10,0.998992003,9.14383171625757e-181,0,4.05856213493377e-205,3.18130256144305e-295,0,2.65132128501761e-102,0,0,1.50487728095886e-26,0,0,0,2.94611654974158e-95,4.30375833737758e-122,2.05358024253663e-291,0,0,0,0,5.90070127732265e-209,0,2.61295037950384e-37,2.62475303720541e-150,3.06379768274523e-118,0,0,1.02247852041194e-234,8.74877056826475e-286,0,0,0,5.71561638150666e-212,0,0,0,6.41548647992197e-188,1.49587433284117e-262,0
NEAT1chk2,NEAT1chk2_1000_2000,CSTF2T;HNRNPM;ZRANB2;HNRNPUL1;EWSR1,0;0;5.05981091585483e-147;1.84842750190842e-168;0,0;0;5.05981091585483e-147;1.47874200152674e-168;0,1,4121.2929;4113.9137;3162.8016;2182.7871;2132.3203,36.6205;36.5568;28.3363;19.8659;19.4298,10531,3637,278,6.51289142197228e-78,9.39815406955485e-116,1.49858511011165e-33,2.12061196197686e-197,4.78366381949919e-16,3.21666018368782e-26,3.95045256402047e-180,1.24380723656706e-56,1.19564083817953e-39,3.25681730444215e-106,2.20101834082749e-64,4.52030109493128e-06,3.04068248711273e-54,0,1.40503826693376e-261,1.32738017036641e-77,4.79596388243907e-29,1.3676913540049e-35,4.4003467096151e-183,3.49389410034437e-40,2.83200992822067e-118,1.54158459365952e-204,2.06015690195567e-180,8.14283812023e-42,2.76338100749456e-148,1.528884873891e-119,7.84498881622801e-164,3.07983146316103e-204,9.17641489436504e-61,1.66690674712248e-158,2.45007738132291e-50,3.37905091914871e-57,4.81221421349044e-166,8.65526435823727e-305,1,0,5.0831900656195e-39,6.17427691953521e-197,4.97459413898544e-110,2.76061522657149e-126,3.09635878746761e-49,1.45161418500713e-123,9.42842989314032e-269,3.05233717034424e-38,2.18726912406275e-77,1.20538084229454e-20,2.29735924071863e-142,7.53473502956539e-37,1.26240721132619e-40,2.23424204191195e-14,0,0.999299347,6.46997193558217e-172,1,3.50912697814433e-27,1,0,1.47874200152674e-168,3.676689345902e-273,0.000996054,4.98853601131532e-41,4.11085226179221e-10,1,0.090312113,1.92398947844437e-44,1.50804139868585e-79,4.92034858344724e-10,1.98842206600027e-122,6.46370654493006e-17,1.4341993290409e-35,7.18925557044986e-66,2.21792854908682e-39,4.29410931051725e-251,1.0321200102227e-94,1.7577974155233e-115,6.0702052723228e-30,1.70661583914207e-116,2.30112759685874e-269,2.71500474638952e-19,0.000257217,1.97448482072628e-20,6.90003212444404e-61,1.01777462742032e-132,2.14191632189911e-21,2.30597058185924e-114,4.22933219024071e-21,1.44826114952517e-14,6.02917167640627e-06,8.5814735005783e-35,0.975962208,1.69709732092467e-200,3.79594832064165e-30,7.14371225010333e-24,0.376817585,1.43420764488544e-41,1.06946458610729e-35,2.91370656001588e-47,1.09036783184927e-87,9.69197572615892e-09,3.47215515615848e-56,9.90067408623339e-19,7.80929385484067e-21,1.41527457233413e-18,6.41198524809009e-06,5.85993600074129e-71,1.88578772586493e-80,1.05987662786523e-18,1.56011141573037e-215,1.15361100743817e-178,3.05543612480074e-09,2.00195992447401e-65,2.01297697804269e-25,8.79894907581436e-42,2.19914281435698e-09,1.81385838246568e-33,1.70287885283654e-191,1.93216297000508e-133,1.25094548852339e-142,8.2850834989468e-213,1.17729041006917e-44,3.74225152114576e-80,2.86366602045669e-76,2.11449972426213e-26,1.60948941601576e-25,8.96406863830869e-24,6.99566560700157e-79,1.23300405340277e-80,1.99303072972254e-41,1.84078414276432e-39,4.26922447644154e-109,1.97244524825649e-75,3.7327374159715e-245,4.87288022705917e-09,1.76417493468063e-74,4.74059944844544e-67,8.999057606174e-72,1.44380344732517e-12,3.27750675197097e-09,5.05981091585483e-147
NEAT1chk3,NEAT1chk3_2000_3000,CSTF2T;GTF2F1;HNRNPUL1;EXOSC5;HNRNPU,1;1;5.02976492758635e-266;0;2.32762738840522e-302,1;1;3.01785895655181e-266;0;9.3105095536209e-303,0.6,3080.9433;2878.4473;1436.0173;1331.5272;1321.1621,33.5293;31.3913;16.1618;15.0586;14.9492,99250,5327,406,6.41854481510145e-46,0.99999555,1,1.06894072236377e-240,0.593854109,1,0.999931199,1,0.242295129,1.02552266605887e-06,1.08604093489792e-21,3.43854650826857e-83,1.89424837582205e-59,1,1,1,6.50511294043798e-53,7.12856799981385e-20,1,2.08911431168278e-09,1,1,1,1,1.92972385259491e-14,1,0.999995319,1.15642773796642e-26,1,4.03780138840727e-56,4.902489748895e-20,1,1,1.03707364863178e-56,0,1,9.26398907213183e-16,0,0.002505056,1.34010334038519e-104,0.500888699,2.62680623466156e-147,7.2798581702248e-08,0.99998597,0.994993761,0.999999984,0.999385323,7.92222186674735e-37,0,4.28924462060333e-58,1,4.08844059453245e-148,0,1,1,1,0,3.01785895655181e-266,9.3105095536209e-303,5.81733093266434e-63,1,1,8.32854262420169e-262,0,1.8712770206696e-89,1,3.52017065420112e-101,1,0.003426886,1,1,1.81772234152444e-86,9.20135593947473e-96,0.018664479,0.999999962,0.816166432,1,1,3.17420877209702e-40,0.413860503,1,1,1,7.13145623969183e-35,1.44736669015488e-19,1,6.004592251605e-07,1.32826041500462e-75,0.028519232,4.98023064933487e-56,2.38426426614493e-110,1,6.97427963608956e-124,0.999999623,1,1,0.441412591,1,1,0,2.80237471317581e-67,0.999651304,1,1,5.07253269234191e-133,1.08373120267658e-22,8.50813928406694e-10,1,1,1.17641806414303e-16,0.713209935,8.48711293153285e-37,1,1,9.20816236267817e-26,0,1.88801020619711e-16,4.55203953628425e-55,4.36829850152347e-35,9.51803736526342e-12,6.04813010656012e-16,3.27204526653788e-70,3.99081745197818e-246,3.14485008143134e-80,0.991134289,1,1,2.56230287366099e-05,0.006731903,0.999961142,2.21200962174327e-17,1,0.999488737,1,5.85020168170111e-79,1.2382407353127e-10,1.39247018878158e-72,1.10527687086955e-05,2.19939233986243e-51
NEAT1chk4,NEAT1chk4_3000_4000,CSTF2T;KHSRP;HNRNPUL1;FUS;ZC3H11A,1;0;1;1;1,1;0;1;1;1,0.2,2869.2293;2461.8308;1559.8419;1449.9476;1303.1727,36.908;31.8095;20.5212;19.1459;17.309,187944,5254,461,1,1,1,1,1,1,1,1,1,1,1,1.42897436971674e-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,7.98442468721184e-131,1,1,1.09720338171039e-39,1,4.99483697913266e-86,1,0,1,1,1,2.22609616514878e-13,1,1,0,0,1,1,0.987521836,1,1.00583952550412e-146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34664971834744e-74,1,0,1,1,0.998986752,1,1,1,1,1,1,1,4.66355542847711e-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.05939054499569e-121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk5,NEAT1chk5_4000_5000,CSTF2T;NONO;TIA1;EWSR1;HNRNPUL1,2.31814772714501e-223;0;3.42431232091246e-301;1.43528174773018e-233;4.64152213089967e-69,1.85451818171601e-223;0;1.36972492836498e-301;8.61169048638109e-234;4.64152213089967e-69,1,2906.7359;1664.353;1515.4141;1239.8886;1154.4105,72.646;42.0234;38.3523;31.5611;29.4542,13470,3883,287,1.93998238203256e-31,4.41306460427102e-64,4.42408184698315e-22,1.65527649468051e-168,0.000203336,1.36325723235104e-41,1.94014170064037e-89,1.39830193422799e-39,1.17494383393411e-29,8.60974609580409e-48,2.73630508853092e-28,0.924127999,1.08305024041429e-16,1.85451818171601e-223,1.86834290574134e-187,4.47488313919623e-52,3.60373214954975e-20,5.0288024650337e-18,2.71999321566895e-87,4.00535452207756e-14,5.86777000722557e-80,4.77129877772889e-123,5.62081893487599e-178,1.53250017905724e-44,3.92408239050009e-58,7.77150348347543e-107,1.10163176764258e-110,1.08775676301375e-108,6.72893574261527e-41,1.84515908181202e-71,9.25333739288025e-21,1.26788702869854e-27,1.58961810205116e-111,6.26727738447443e-204,4.88555856395676e-52,8.61169048638109e-234,6.91144342213126e-13,3.28476252075261e-139,2.76304795243953e-68,6.62497915225897e-24,7.79522269229353e-35,1.30883936621661e-40,8.99702321183143e-133,1.08735371683444e-27,1.12305906480632e-42,2.20240575189441e-15,5.16872269317868e-91,3.07790483210026e-14,5.92806680893325e-09,0.011103901,1.79600372483635e-152,1,0.115766282,9.52411099109306e-27,6.88566967118921e-156,1,0,4.64152213089967e-69,5.09443270252686e-50,1.31985202390443e-12,1.69436689641809e-35,1.67944546970163e-42,1,0.217046564,1.34124949532232e-09,1.7260564904034e-30,0.000465954,6.7222102488646e-102,1.06822453810931e-259,6.49157762799767e-54,2.74882362323117e-51,0.084661501,2.16715888108177e-153,6.06896369856727e-51,9.5008127145428e-69,3.44034329916628e-13,1.56921958904525e-84,0,6.17651201416118e-14,0.001894402,4.15773023513689e-26,2.26184760067175e-89,2.94437793351469e-116,0.02095741,2.20590829104798e-82,3.12126608834136e-241,1.22011817425116e-07,2.17421228531077e-14,2.43651278503535e-41,0.105041648,2.79439894686118e-124,2.18080812508969e-05,2.27788108881022e-22,0.999993123,1.75944577334931e-31,2.21126348500923e-19,2.60069273632884e-17,2.4007677619876e-55,0.152252277,1,0.998452832,5.68352604329964e-17,2.12570541157926e-11,0.00028984,4.2596434699657e-36,6.02992987106709e-36,6.73760214302795e-12,3.0487174860302e-100,5.16429876012361e-144,1.7259413367902e-36,4.74445270199231e-33,1.31878692414735e-08,3.97877012296309e-20,3.81381101511765e-08,3.73799179749663e-08,1.9542548298978e-42,9.85894762239059e-152,2.22439904069171e-82,1.36972492836498e-301,1.14538539333624e-17,1.80936647533709e-88,1.32409932900386e-82,9.16967988043345e-60,9.07866118263814e-05,2.8909160561474e-27,5.23295479849774e-35,1.36230347984588e-43,9.91200070161899e-14,9.92302777474347e-12,9.38527879538496e-85,2.76919199493097e-40,2.28318434240535e-162,3.02486617854477e-11,2.3516554244277e-66,8.08469712231874e-17,9.70008466916527e-36,0.000443916,0.005632915,1.16697202715806e-114
NEAT1chk6,NEAT1chk6_5000_6000,CSTF2T;NONO;QKI;HNRNPUL1;TIA1,0.943062484;0.10028193;0.0328433925;1.82412590757157e-15;0.943062484,0.761783615;0.060169158;0.013137357;3.64825181514315e-16;0.943062484,0.4,682.2612;660.2617;525.9246;424.1044;353.2683,21.9613;21.2854;17.1581;14.0299;11.8536,4525,2153,282,0.000305127,0.135140683,0.985715501,0.307241595,0.03827647,0.988197818,0.174806031,0.876898146,0.142007583,0.09223044,0.000776843,0.127304503,8.62961995637844e-06,0.761783615,0.798693584,0.299509809,0.000192787,0.002688939,0.000321886,6.8792492671323e-05,0.486710611,0.273589375,0.421051342,0.756272751,0.024625701,0.843779552,0.002898864,0.072902202,0.896698708,4.50347724533524e-05,0.002800132,0.574543976,0.011481281,1.56845430798359e-06,1,0.997254366,0.000826479,7.91152487385828e-14,0.912604877,1.42417339980665e-05,0.027369441,3.65655433938494e-09,2.66686303414917e-12,0.540944615,0.025559659,0.532927092,0.827486166,0.005167152,5.58759235637322e-07,5.67780898942209e-07,0.408608621,5.30916516758653e-08,3.90389309589839e-42,1,1,0.999999838,4.09639121085608e-26,3.64825181514315e-16,1.93727929193772e-39,0.029836053,0.342585479,0.36984526,7.93279390990067e-13,6.43688498064294e-29,1.94285044825649e-05,0.8182502,5.52847044374037e-13,0.010206128,1,0.70748828,0.190336581,2.80015757641165e-11,0.210490752,0.004389192,0.071505808,0.042039196,0.077916864,0.060169158,0.021545976,0.021628467,0.439465829,0.999955808,0.977771508,1.38043929024443e-06,0.458779487,0.999997756,0.137222759,0.049550199,0.17860835,0.013137357,2.52456644966653e-11,0.059554791,0.059118128,0.044448899,0.110634262,0.183620516,0.003207966,0.365296964,0.982785394,8.30451807923919e-29,7.06127590385052e-07,0.028586046,0.983215987,0.669713111,0.000839875,0.455582075,0.000473035,0.965366829,0.06450588,0.227963128,3.22544791412327e-05,1.40040730820452e-08,0.892106264,0.805626538,0.003284834,1.39745838031884e-41,0.004939082,1.02090972642881e-07,0.943062484,1.16544275651332e-07,0.367334006,0.385096748,0.188109736,2.47554682103043e-09,0.99160896,0.282043328,0.254888801,0.003081019,0.147786,0.38084997,0.019268552,0.602177062,0.000930339,0.199614241,0.00010092,3.80163124868037e-05,8.09247239972445e-07,0.119285795,2.6807511675661e-07
NEAT1chk7,NEAT1chk7_6000_7000,TARDBP;ELAC2;IGF2BP1;EIF4G2;TIA1,1;1;3.19329445164275e-15;1;1,1;1;6.3865889032855e-16;1;1,0.2,953.6516;816.6998;264.9387;232.8981;172.9859,25.8251;22.2601;7.8968;7.0627;5.5031,168136,5253,481,1,1,1,1,1,1,1,1,1,1,1,2.10388215567048e-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.87898305480857e-237,1,1,1,1,1,1,1,1,1,1,2.71997577837078e-71,1,1,0.796256121,1,5.54685136017109e-204,1,0,1,1,1,6.3865889032855e-16,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.57213572617775e-86,1,0,1,1,0.854375649,1,1,1,1,1,1,1,0.999999995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.25693398506251e-233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk8,NEAT1chk8_7000_8000,HNRNPM;TIA1;NONO;U2AF2;EIF4G2,0;6.17393397612736e-268;5.32105792724778e-300;1.55789186197354e-100;1.05658638724861e-05,0;3.70436038567642e-268;2.12842317089911e-300;1.24631348957883e-100;1.05658638724861e-05,1,1291.8681;1043.8537;998.2927;894.4387;750.2458,31.8763;25.9487;24.8597;22.3776;18.9313,37105,4720,356,0.999998099,0.471893558,0.999998796,2.02411161746403e-156,1,0.935113672,1,0.479241991,0.24121744,1,0.999996538,0.998246795,0.954991948,7.42748457663555e-16,4.17005518654039e-13,0.000776371,0.001449025,3.15947199921389e-05,0.899169584,1,1.41371716140012e-10,0.067942513,1.81863025588282e-37,0.065713295,0.536886699,3.62628537829402e-40,2.49610877637825e-06,0.011924352,0.999998006,1,0.795524457,1,1.05658638724861e-05,3.08638149423861e-102,0,6.08634063734239e-16,1,0,0.000464422,1,0.031307265,0.177500628,0.536400033,0.021480476,0.844712058,0.804866312,2.43799672411507e-10,0.001398928,0.999970265,0.999999931,0.996084916,1,1,7.79109673893858e-11,5.86047931969565e-286,1,0,2.50829791783116e-11,1,7.73290022321354e-12,0.033949253,5.79608066030845e-17,1,0,1,0.996728956,0.022483377,8.01088877340683e-07,0,0.960714346,0.997165525,1,8.76513323245468e-32,0.975803015,0.010120386,1,0.00035399,2.12842317089911e-300,0.32736057,0.669507205,0.60612796,5.20798698794913e-14,0.000409261,1,0.989399214,0,0.990655222,6.5999563949068e-20,8.15093081546762e-25,8.2197528419748e-36,1.08756542916698e-87,1,0.783997698,1,0.001030767,0.994493745,0.996781972,0.955191897,1,1,1,0.004467883,1,0.999999478,0.906364264,1,0.372339492,1,2.68776721212867e-05,6.81637210733856e-33,0.733425952,0.999964088,1,0.987963467,0.999564814,1,1.54288339804542e-138,3.28375154229332e-08,3.70436038567642e-268,1,2.95957216403669e-63,5.78368708384693e-46,1.24631348957883e-100,1,0.030680492,0.998537942,0.747703278,0.999999854,1,6.99974362058176e-07,0.969183455,0.987286491,0.463176649,0.921257861,0.999999994,0.997502742,0.996524374,0.999999997,1.60734307535387e-41
NEAT1chk9,NEAT1chk9_8000_9000,KHSRP;MATR3;ELAVL1;HNRNPL;U2AF2,0;0;0;0;6.24569801771905e-185,0;0;0;0;6.24569801771905e-185,1,353.4404;269.3047;244.1902;220.9785;144.8426,9.8276;7.7262;7.099;6.5192;4.6176,175541,5264,502,1,1,1,1,1,1,1,1,1,1,1,1.74630734608546e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5.09846532881798e-162,1,1,1,1,1,1,1,1,1,1,7.97445024455235e-46,1,1,0.831007539,1,2.59805431790347e-216,1,0,1,1,1,1.34967030297335e-17,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.98969347919186e-97,1,0,1,1,0.999999908,1,1,1,1,1,1,1,0.999891395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.24569801771905e-185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk10,NEAT1chk10_9000_10000,KHSRP;ELAVL1;U2AF2;MATR3;CPEB4,0;0;5.74946399551375e-207;0;0.00017676,0;0;4.599571196411e-207;0;0.00017676,1,1547.081;469.0702;377.5445;334.5221;330.3868,54.3079;17.1628;14.0091;12.5267;12.3842,196776,5315,416,1,1,1,1,1,1,1,1,1,1,1,0.00017676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.04064319067233e-171,1,1,1,1,1,1,1,1,1,1,6.87179252537617e-51,1,1,0.999962051,1,6.75978234343248e-242,1,0,1,1,1,2.57433441388081e-22,1,1,0,0,1,1,0.999999956,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.07460360029093e-92,1,0,1,1,0.999917521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.599571196411e-207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk11,NEAT1chk11_10000_11000,U2AF2;ELAVL1;KHSRP;HNRNPL;TIA1,3.90961083791696e-143;0;0;0;1,3.12768867033357e-143;0;0;0;1,0.8,281.8054;270.1972;264.5384;220.3685;53.3604,10.1112;9.7359;9.5529;8.1249;2.7252,183042,5250,474,1,1,1,1,1,1,1,1,1,1,1,0.059027454,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.3882223841577e-100,1,1,1,1,1,1,1,1,1,1,4.68893041303037e-18,1,1,0.999999978,1,2.19736306949479e-293,1,0,1,1,1,8.52059893760084e-09,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.80476127775623e-67,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.12768867033357e-143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk12,NEAT1chk12_11000_12000,U2AF2;KHSRP;U2AF1;ZRANB2;TIA1,1.32015073311253e-200;0;1;1;1,5.28060293245011e-201;0;1;1;1,0.4,1796.6423;1071.7175;899.1213;572.4953;551.0676,48.2297;29.1731;24.6359;16.0496;15.4863,143342,5305,710,1,1,1,1,1,1,1,1,1,1,1,0.989872777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.57110521037626e-76,1,1,1,1,1,1,1,1,1,1,2.4379736470986e-37,1,1,1,1,0,1,0,1,1,1,0.001771248,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.40153363690876e-65,1,0,1,1,0.999999015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.28060293245011e-201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk13,NEAT1chk13_12000_13000,KHSRP;U2AF2;TIA1;ZRANB2;U2AF1,0;1.11002285166085e-137;1;1;1,0;4.4400914066434e-138;1;1;1,0.4,525.4023;476.1959;308.199;299.9435;270.3927,19.9457;18.1713;12.1135;11.8158;10.7502,134674,5042,520,1,1,1,1,1,1,1,1,1,1,1,3.76254250305463e-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,4.60140227058518e-47,1,1,1,1,1.53331964271836e-89,1,0,1,1,1,3.74958855947783e-19,1,1,0,0,1,1,0.081514396,1,2.65325693231086e-276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.71856128256107e-86,1,0,1,1,0.318886191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.4400914066434e-138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
