chrX	73852408	73852723	XISTint1	0	-	0	6	0	132	3	0	2	8	0	0	21	1099	4	0	0	0	6	0	36	17	192	0	21	41	14	6	157	0	30	0	16	4	38	0	100	37	0	10	99	0	46	19	0	0	0	0	4	0	18	44	82	0	1	0	771	0	0	0	0	0	0	9	0	0	0	42	0	6	230	0	33	32	345	303	37	59	164	192	5	9	14	0	8	0	14	19	0	0	40	5	12	151	4489	366	92	0	13	29	22	29	0	96	0	27	0	0	0	0	101	0	0	305	63	4	4	0	0	7	20	154	15	139	114	191	4142	0	10	0	0	1	6	177	0	0	324	0	9	86	0	0
chrX	73851981	73852407	XISTrA	0	-	31	33	0	501	51	70	133	18	6	0	32	2528	30	0	0	0	4	37	24	40	5	1	94	21	0	4	205	0	50	33	7	2	32	0	96	327	0	109	51	0	107	45	15	0	0	0	15	16	6	76	0	26	247	0	1742	0	0	0	0	0	5	21	0	0	0	190	13	29	179	0	14	68	784	1024	82	0	1088	172	0	3	41	0	0	0	17	58	0	5	18	3	5	16	15264	47	209	223	6	56	16	32	0	333	0	214	0	5	0	0	107	3	2	1735	0	15	5	0	0	28	25	0	12	115	645	809	3956	15	4	6	0	15	14	388	14	0	211	0	4	0	17	4
chrX	73850917	73851980	XISTrF	0	-	269	96	38	1273	180	53	436	30	84	0	760	6956	57	295	1084	768	186	271	147	324	289	295	587	279	150	205	493	103	484	64	197	59	73	132	2937	313	365	302	11018	38	243	61	826	1292	124	1886	96	68	130	324	44	493	404	1665	841	315	115	15396	576	5866	51	152	1670	490	466	472	3	356	471	10	686	467	2314	2003	681	149	810	656	216	34	72	5	38	56	401	313	2	16	75	60	56	2987	10548	1160	406	1038	28	205	153	198	1560	2021	9	193	0	64	76	0	794	138	969	636	191	64	17	10	1132	206	463	563	116	736	282	618	18455	185	121	36	84	110	192	1159	213	22	707	108	45	175	19	52
chrX	73850773	73850916	XISTint2	0	-	11	24	0	69	47	15	29	10	0	0	48	1034	10	35	372	83	88	12	0	59	0	73	57	90	58	7	41	42	91	0	0	6	7	8	251	237	64	19	1493	8	18	30	0	289	1	34	6	0	11	21	0	108	0	45	0	554	0	733	50	705	8	24	720	0	431	18	14	0	69	87	0	26	5	90	120	28	0	133	155	0	16	0	126	17	13	30	71	0	21	11	6	361	0	142	29	132	7	35	0	49	103	339	17	10	0	14	0	3	61	32	179	0	0	8	0	0	63	21	17	1329	22	138	159	412	844	0	9	4	9	0	53	133	77	14	28	12	0	27	0	33
chrX	73850683	73850772	XISTrB1	0	-	0	2	0	0	0	3	0	0	0	5	0	70	0	0	126	0	4	0	0	0	2	0	7	0	0	0	3	4	30	0	0	0	0	0	1	1	0	1	6	0	0	0	0	2	0	2	0	3	0	0	0	9	0	0	0	332	0	25	0	0	0	1	247	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	18	1	0	0	1	14	1	0	0	0	0	8	0	0	0	1	0	0	0	0	0	9	5	0	2	0	0	0	0	0	2	0	91	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
chrX	73849943	73850682	XISTint3	0	-	4	7	0	103	24	8	1	1	18	57	106	2553	27	15	648	13	19	0	34	27	438	11	12	31	40	11	49	16	211	0	15	13	5	10	103	1558	14	79	703	11	48	5	23	529	6	31	3	52	17	82	422	71	133	8	115	1520	0	2102	110	0	4	10	1323	281	3763	17	5	59	280	0	4	0	77	55	115	31	35	46	20	5	0	0	58	0	57	10	0	70	50	11	27	201	487	45	82	30	14	16	53	60	89	32	5	0	0	15	20	0	22	69	99	300	70	0	14	7	137	6	46	968	69	29	72	330	628	46	5	3	5	0	3	50	53	6	24	0	32	353	19	11
chrX	73849805	73849942	XISTrB2	0	-	0	2	4	10	0	27	38	1	0	0	3	863	0	0	0	0	8	0	9	66	18	32	0	0	6	0	38	0	260	24	4	0	0	0	55	2	0	5	0	0	1	0	0	54	8	21	5	33	0	9	6	0	2	0	0	2828	0	0	27	314	0	17	0	0	0	0	4	6	0	0	23	0	2	9	0	0	0	0	0	0	0	0	7	0	0	0	0	74	3	0	0	1	2	4	60	3	0	0	3	40	0	0	0	6	0	6	0	0	35	6	23	2	5	0	15	0	0	0	0	0	0	10	0	0	6	0	0	1	3	0	0	2	58	3	0	0	3	8	0	5
chrX	73848208	73849804	XISTint4	0	-	37	6	4	76	31	34	180	5	11	0	3	5984	4	10	14	176	50	0	63	213	18	74	38	23	88	37	122	13	265	50	37	8	14	22	93	210	20	23	0	47	21	3	78	337	15	20	18	62	7	16	6	45	2	210	75	5688	1033	0	213	7200	68	32	842	830	0	12	2	49	11	13	264	24	161	93	73	30	0	0	41	10	0	2	6	0	28	19	0	61	31	22	139	1	2	0	285	3	4	49	21	110	25	28	4	2	0	9	4	2	31	40	168	2	0	0	3	3	98	8	52	111	0	139	7	0	6	110	5	10	28	0	28	14	50	273	8	18	16	21	6	33
chrX	73846611	73848207	XISTint5	0	-	59	7	2	75	37	42	179	8	17	0	3	5686	5	17	90	108	33	0	51	215	18	45	84	60	70	32	10	21	24	29	52	11	5	42	17	167	68	20	0	28	24	4	143	0	10	17	4	30	13	8	6	40	2	471	767	1174	1371	0	322	5700	54	77	417	534	58	23	18	781	0	0	370	64	96	183	165	59	5	0	62	22	6	1	32	4	59	0	0	16	48	20	114	36	2	11	95	12	31	49	9	38	0	47	17	0	0	26	9	6	49	66	346	2	7	5	0	5	199	15	74	211	0	218	15	0	6	153	4	28	10	20	12	50	122	26	7	28	0	8	4	4
chrX	73844584	73846610	XISTrD	0	-	35	30	1	78	152	36	658	19	21	10	199	7257	3	10	321	284	25	0	73	543	18	28	125	13	131	76	203	66	250	22	48	9	10	34	73	307	98	33	0	63	26	7	122	51	36	8	17	78	33	18	6	51	2	601	341	11193	2555	0	387	8782	82	129	314	228	0	29	24	104	63	19	68	79	152	239	373	40	0	0	149	18	0	6	140	9	139	14	0	36	48	41	36	60	2	29	117	16	5	36	58	75	59	38	7	3	0	7	23	14	103	195	485	154	27	28	0	0	326	43	91	497	31	425	44	104	6	77	13	29	22	2	59	26	296	445	52	9	11	8	33	49
chrX	73843517	73844583	XISTint6	0	-	13	10	0	85	126	18	112	2	19	0	58	4439	22	9	10	231	15	9	71	143	18	2	41	24	54	54	84	26	24	11	20	5	5	0	46	1625	26	23	0	36	57	9	169	252	18	10	4	41	15	44	6	71	2	200	607	1097	2043	0	253	4404	71	48	131	537	0	17	1	63	4	14	110	52	259	75	180	37	10	76	47	10	11	0	14	5	108	14	0	11	21	31	36	100	2	28	53	3	14	65	18	72	77	49	9	0	0	15	13	8	3	120	278	25	2	1	0	5	129	4	45	494	0	221	20	14	6	52	30	6	12	0	29	41	50	43	39	6	12	8	11	14
chrX	73842450	73843516	XISTint7	0	-	20	2	4	141	18	58	66	4	18	7	21	5080	12	10	57	123	17	7	20	170	18	24	39	0	67	45	69	16	179	42	14	6	12	24	88	119	137	14	0	55	7	2	101	28	26	6	9	23	17	43	6	17	2	70	172	4640	98	0	235	3343	36	34	673	353	190	7	19	17	42	0	108	43	197	85	158	34	0	17	41	0	12	0	24	8	52	24	0	34	23	6	46	1	2	6	242	13	18	9	28	201	122	67	15	0	0	11	39	0	23	49	211	2	9	10	0	2	53	28	17	158	0	273	8	0	6	73	26	2	7	13	9	11	127	27	12	0	12	8	11	50
chrX	73841382	73842449	XISTint8	0	-	43	17	4	146	106	4	158	7	46	5	379	5274	4	164	77	29	3	134	26	84	741	10	21	22	78	34	24	57	157	43	47	13	22	31	76	485	6	140	253	21	135	26	134	354	9	174	24	22	17	146	334	31	493	293	455	0	347	0	316	276	9	16	705	1711	1800	132	0	72	76	0	281	109	631	161	351	61	26	430	22	13	38	0	9	0	222	60	0	69	25	10	44	152	189	35	480	178	0	51	43	152	577	128	9	0	0	26	59	1	50	72	188	194	131	33	5	13	171	12	59	328	104	184	151	541	216	94	19	9	30	39	24	263	45	102	50	119	23	428	58	10
chrX	73837440	73837503	XISTint9	0	-	12	2	0	0	67	4	26	4	0	21	374	535	2	50	0	0	0	126	0	0	676	16	0	0	10	0	0	6	11	7	28	0	3	8	2	0	0	127	0	0	30	17	0	160	5	5	4	8	0	45	234	7	162	0	1	0	0	0	0	0	0	0	0	0	26	20	0	0	19	0	146	29	122	14	116	31	11	130	0	0	0	0	7	0	59	80	0	59	2	0	0	125	0	6	94	134	0	1	56	86	29	83	0	0	0	27	144	0	11	41	0	238	102	8	0	0	14	0	17	0	100	0	124	832	294	0	8	1	8	8	0	72	12	9	0	16	0	426	47	10
chrX	73833238	73833374	XISTint9	0	-	7	4	0	0	25	3	39	5	0	1	372	634	10	60	0	0	0	162	0	0	1022	21	0	0	7	0	0	0	0	14	17	0	5	7	19	5	0	167	0	0	11	37	0	286	8	2	12	8	0	21	522	6	316	0	1	0	0	0	0	0	0	0	2	0	0	32	0	0	36	0	238	34	197	6	187	14	27	193	0	0	1	0	23	6	5	45	0	71	0	0	0	175	64	0	174	112	0	11	42	105	3	12	3	3	0	0	54	0	13	22	0	216	124	18	0	0	0	9	10	0	107	0	41	184	589	0	3	2	4	18	0	109	2	15	9	19	5	702	37	4
chrX	73831066	73831274	XISTint9	0	-	18	2	0	17	83	0	73	9	0	23	359	988	0	30	0	0	0	191	5	6	820	37	0	5	1	0	0	0	0	18	30	0	27	6	44	38	0	126	0	0	14	45	0	543	10	35	33	5	0	26	364	0	338	0	1	0	10	0	0	0	0	13	2299	0	0	25	3	16	11	0	430	29	215	12	46	46	6	114	0	3	1	0	4	3	3	89	0	70	4	5	0	144	265	0	245	268	4	5	66	224	75	89	0	3	0	0	54	0	65	2	0	242	94	46	0	0	0	16	12	0	73	0	38	78	368	0	8	4	0	21	0	107	12	0	6	63	8	472	43	2
chrX	73829068	73829231	XISTint9	0	-	0	0	0	22	58	0	61	4	6	7	421	893	0	26	0	1	0	106	0	0	1402	19	0	0	7	0	0	0	25	6	7	0	30	16	90	8	0	252	0	1	16	53	0	354	0	0	6	20	0	73	477	0	543	0	1	0	0	0	0	0	6	0	4	0	9	78	0	0	49	0	412	60	395	3	170	47	11	264	0	3	5	0	12	6	60	43	122	60	0	0	3	172	194	0	301	272	14	17	96	214	129	292	0	0	0	0	21	0	32	13	0	329	176	44	0	0	12	18	0	24	214	1	45	154	558	0	0	4	1	12	0	172	0	29	45	46	12	726	80	16
chrX	73827979	73827984	XISTint9	0	-	1	0	0	30	8	0	14	0	1	7	55	106	0	2	0	4	0	28	0	0	72	2	0	0	0	0	0	2	0	0	0	1	0	0	34	26	0	31	0	1	0	2	0	7	0	0	0	4	0	6	15	0	9	0	1	0	0	0	0	0	2	0	5	0	15	4	0	0	0	7	53	8	40	10	14	1	0	7	0	1	1	0	0	0	5	0	48	1	0	0	1	17	0	0	23	4	0	0	0	2	2	16	0	0	0	0	1	0	0	1	12	23	5	2	0	0	0	82	0	0	8	7	2	2	8	0	3	2	2	0	0	3	0	0	0	13	0	10	6	0
chrX	73827315	73827978	XISTrE	0	-	53	1	13	618	118	26	51	196	73	59	359	5303	5	64	56	25	38	132	41	6	83	48	0	10	24	39	38	95	55	40	62	8	0	12	467	2202	10	54	3	14	2	157	79	61	4	6	20	143	6	42	69	306	7	0	1	0	58	0	90	0	28	10	176	69	1033	2	5	19	40	6094	3121	104	96	556	149	91	52	204	15	16	10	0	101	0	59	149	17270	22	116	29	38	239	0	35	62	2	9	5	3	4	7	198	5	0	0	9	15	1	8	30	1829	48	17	2	0	0	5	213	118	3631	12	426	182	1142	33	42	17	4	12	6	6	35	14	83	15	118	8	63	6	28
